GenContext.orig	n
PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-rack+Toast-rack*-><-HDRnase<-SUA<-?||Cluster287_4clades->RnaseT2->	1
PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-rack+Toast-rack*->SIG+Toast-rack->?->?->Cluster1273_2clades->Cluster166_3clades->	1
PADR-HTH->PspC+TM+TM+TM+Toast-rack*->ABC-ATPase->?-><-?||SGS->?->A18->	1
PADR-HTH->Toast-rack->PspC*->	1
PALP->?->SIG+PBPB->SIG+TM+TM+TM+TM+TM->ABC-ATPase->?->DUF2170->PspA*->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp-><-TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
PALP-><-?<-?<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-TetR-HTH||PspA*->?->DXP_synthase_N+Transket_pyr+Transketolase_C->Mbetalac->?->?->?-><-SIG+PEP-utilisers-C	1
PAPS_reduct->?-><-DUF1707-SHOCT-bihelical+Toast-rack*	1
PAPS_reduct->PAPS_reduct->GTP_EFTU->SIG+OmpA-beta-barrel->SIG+Toast-rack*->SIG+OmpA-beta-barrel->SIG+Toast-rack*->	1
ParA-Soj-PloopNTPase->HxxxH-><-TM+TM+TM+TM<-PspA*||Cluster79_2clades->CTP_synth_N+GATase->?->?->?-><-Mbetalac	1
PAS+GAF+PspA+HISKIN*->	1
PAS+GGDEF+EAL-><-?<-?||?->PADR-HTH->DUF1700-alpha-helical+Toast-rack*->?-><-SIG+TM+TM+TM+TM+TM+ABC-ATPase	1
PAS+GGDEF+EAL-><-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*	1
PCNA->?->SIG+PEP-utilisers-C-><-?<-Mbetalac<-DXP_synthase_N+Transket_pyr+Transketolase_C<-?<-PspA*||?->?->rRNA->rRNA->tRNA->RADICAL-SAM-><-TM+TM+TM+TM+TM+TM+TM+TM+TM+TM||polyprenyl_synt->	1
PCNA->?->SIG+PEP-utilisers-C-><-?<-Mbetalac<-DXP_synthase_N+Transket_pyr+Transketolase_C<-?<-PspA*||?->rRNA->rRNA->tRNA-><-?<-AIRS+AIRS_C<-GatB_N+GatB_Yqey	1
PCRF+RF-1->?->?->?-><-LiaI-LiaF-TM+Toast-rack*<-PspC+TM+TM||CN_hydrolase+NAD_synthase->SIG+DsbD+TM+TM+TM+Thioredoxin_7->POR+POR_N+PFOR_II->?->DHH->Peptidase_M17_N+Peptidase_M17->	1
PDT->?->DUF1707-SHOCT-bihelical+Toast-rack*->	1
PELOTA->?->tRNA->tRNA-><-LRP-HTH||?-><-?||PSE-><-PspC*<-?||Cluster85_4clades->	1
PELOTA->DUF1611-AAA-ATPase->MR_MLE_N+MR_MLE_C->HxxxH-><-?<-Usp<-TM+TM+TM+TM<-PspA*	1
PELOTA->RnaseT2->?->PspC*-><-?||SIG+TM->	1
Penicillinase_R->SIG+Toast-rack*->	1
Pentapeptide_4+Pentapeptide-><-PspA*	1
PEP-utilisers-C->tRNA->SIG+TM+TM+TM->ABC-ATPase->?-><-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-?<-Cluster85_4clades	1
PEP-utilisers-N+PEP-utilisers+PEP-utilisers-C->?->PTSEIIC+TM+PTSEIIB+PTSEIIB->?->PspC*->	1
Peptidase_A8-><-SIG+Aminotran_1_2<-?<-SIG+Toast-rack*<-PCRF+RF-1<-?<-?||TetR_N->Acyl-CoA_dh_N+Acyl-CoA_dh_M+Acyl-CoA_dh_1->?->adh_short->	1
Peptidase_M20->?-><-?||SIG+PADR-HTH->?->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->	1
Peptidase_M20->Metallophos-><-SIG+Toast-rack*<-SIG+Toast-rack*<-CarD_CdnL_TRCF	1
Peptidase_M20->SIG+Toast-rack*-><-?<-?<-?<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-SIG+PADR-HTH	1
Peptidase_M3_N+Peptidase_M3->?->Toast-rack*->DUF2089-HTH->?->ZNR+DUF2089-HTH-><-ENOYCOADEHYD	1
Peptidase_M3_N+Peptidase_M3-><-?||YTCD-HTH->adh_short-><-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH	1
Peptidase_M3_N+Peptidase_M3-><-?<-?<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH	1
peroxidase+peroxidase-><-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-SIGMA-HTH	1
PfkB->?->?->?-><-DUF1707-SHOCT-bihelical+Toast-rack*||?-><-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like<-SIG+TM+TM+TM+TM+TM+TM	1
Phage_holin_4_2->ABC-ATPase->ABC2_membrane_2+TM-><-SIG+Toast-rack*<-PspC+TM+TM<-?<-Pro_isomerase	1
Phagesheath->?->?->?->?->?->?->FHA+PspA*->?->?->?->?->Pentapeptide_4+Pentapeptide->	1
Phagesheath->?->?->?->SIG+PspA+PspA*->	1
PHD+Snf7*->	1
PIN+APATPase-><-?<-?<-?<-SIG+TM+TM+TM+TM+TM*<-?<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC	1
PIN+APATPase-><-?<-?<-SIG+TM+TM+TM+TM+TM*	1
PINT+DUF572*->	1
Pirin+Pirin_C-><-?<-ABC-ATPase<-SIG+TM+TM+TM+TM+TM<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-PspA||REC+NtrC-AAA+FIS-HTH->	1
Pirin+Pirin_C-><-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH	1
PMI_typeI-><-?<-Toast-rack*	1
PMI_typeI-><-?<-Toast-rack*<-?<-?<-Aldo_ket_red	1
PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2->?->SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM->SIG+Toast-rack*-><-?||?->Ribosomal_S15->	1
polyprenyl_synt-><-SIG+Toast-rack*<-?<-SIGMA-HTH||?-><-Ribosomal_L9_N+Ribosomal_L9_C<-SIG+Ribosomal_S18	1
POR+POR_N+PFOR_II->TPP_enzyme_C-><-?<-?||?-><-PspA*	1
Pribosyltran->SIG+Toast-rack*->?-><-?||?->?->Flavoprotein+DFP->	1
PRK->?->DIOX_N+2OG-FeII_Oxy->Peptidase_M17_N+Peptidase_M17->?->SIGMA-HTH->?->SIG+Toast-rack*->?-><-?<-?<-ABC-ATPase<-ABC-ATPase	1
PRTase->PEP-utilisers-C-><-?<-?||tRNA->?->?-><-SIG+TM+TM+TM<-PspC+PspC*||TetR-HTH->ABC-ATPase->SIG+TM+TM+TM+TM+TM->?->?-><-SIG+HAMP+HISKIN<-REC+LuxR-HTH	1
PspA->?->?->SIG+Toast-rack*->SIG+DUF1576+TM+DUF1576->	1
PspA->?->PspC*->SIG+Toast-rack->	1
PspA->PspB->PspC*->?->?->?->?->?->?->Cluster39_2clades->	1
PspA->PspB->PspC*->?->?->?->?->Cluster1021_2clades->	1
PspA->PspB->PspC*->?->?->?->Cluster39_2clades->?-><-Cluster278_2clades	1
PspA->PspB->PspC*->?->?->Cluster39_2clades->?-><-Cluster278_2clades	1
PspA->PspB->PspC*->?->ENOYCOADEHYD->	1
PspA->PspB->PspC*->CR-ATPase1->TM+TM+IIGP1->ELM2->	1
PspA->PspB->PspC*->CR-ATPase1->TM+TM+IIGP1->NtrC-AAA+FIS-HTH->	1
PspA->PspB->PspC*->Phageshock_PspD->?->?->?->SIG+TM+TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM->	1
PspA->PspB->PspC*->Phageshock_PspD->CR-ATPase1->	1
PspA->PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM+TM+IIGP1->?->NtrC-AAA+FIS-HTH-><-?||Cluster65_2clades->	1
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->CR-ATPase1->TM+TM+IIGP1->?->NtrC-AAA+FIS-HTH->	1
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->CR-ATPase1->TM+TM+IIGP1->NtrC-AAA+FIS-HTH->	1
PspA->PspB->PspC*->PSE->TM+TM+IIGP1->	1
PspA->PspB->PspC*->PspC*->	1
PspA->PspB->PspC*->PspC*->PspB-><-Cluster368_2clades	1
PspA->PspB->PspC*->SIG+BLBD->SIG+BLBD->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->Cluster131_2clades->	1
PspA->PspB->PspC*->SIG+BLBD->SIG+BLBD->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->Cluster131_2clades-><-STAT<-SIG+PhospholipaseD+PhospholipaseD	1
PspA->PspB*->	1
PspA->PspB*->PspC->?->?->?->?->?->NtrC-AAA+FIS-HTH->	1
PspA->PspB*->PspC->?->?->ELM2->	1
PspA->PspB*->PspC->?->?->NtrC-AAA+FIS-HTH->	1
PspA->PspB*->PspC->?->?*->?->?*->	1
PspA->PspB*->PspC->?->ENOYCOADEHYD->	1
PspA->PspB*->PspC->?->PspB*->	1
PspA->PspB*->PspC->?*->PspB*->?->?->?-><-?<-Cluster36_2clades	1
PspA->PspB*->PspC->PspB*->?->?->?-><-?<-Cluster36_2clades	1
PspA->PspB*->PspC->PspB*->TM+PspB*->PspB*->	1
PspA->PspB*->PspC->PspB*->TM+PspB*->TM+PspB*->PspB*->	1
PspA->PspB*->PspC->PspC->?*->	1
PspA->PspB*->PspC->TM+PspB*->?->PspB*->	1
PspA->PspB*->PspC->TM+PspB*->TM+PspB*->PspB*->PspB*->	1
PspA->PspC->PspB*->PspB*->PspB*->	1
PspA->PspC*->?->?->?-><-?||Cluster39_2clades->	1
PspA->PspC*->PspA->SIG+TM+MORC->REC+LuxR-HTH-><-?<-?||?->Cluster73_4clades->	1
PspA->SIG+TM+TM+Toast-rack*->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->	1
PspA*->?->?->?->?->DAO+DAO_C->	1
PspA*->?->?-><-?||START-><-TPR+TPR	1
PspA*->?->?-><-?<-ABC-ATPase<-SIG+TM+TM+TM+TM+TM<-SIG+PBPB	1
PspA*->?->?->PspA*->	1
PspA*->?->?->SIG+Sod_Fe_N+Sod_Fe_C-><-METHYLASE	1
PspA*->?-><-?||?-><-?||?-><-?<-?||?-><-?<-?||?-><-?||KELCH+EP1*->	1
PspA*->?-><-?||FMO-like->	1
PspA*->?-><-?||FMO-like->?->?-><-SIG+TM+TM+TM+TM+TM+TM<-TM+TM+TM+TM+TM+TM	1
PspA*->?-><-?||PALP->	1
PspA*->?-><-?<-?<-Cluster353_2clades<-Pro_isomerase||?->PspA*->	1
PspA*->?-><-?<-SIG+TET-TPase	1
PspA*->?-><-NtrC-AAA+FIS-HTH||PspA*->?->PspC->SIG+Toast-rack->	1
PspA*->?-><-RecR+Toprim_4	1
PspA*->?->Cluster13_7clades->SIG+TM+HISKIN->REC+LuxR-HTH->	1
PspA*->?->DXP_synthase_N+Transket_pyr+Transketolase_C->?->SbcC+SbcC->	1
PspA*->?->REC+LuxR-HTH->	1
PspA*->?->REC+LuxR-HTH->SIG+TM+HAMP+HISKIN-><-Acyltransferase<-adh_short	1
PspA*->?->SIG+TM->	1
PspA*->?->SIG+TM+HISKIN->REC+LuxR-HTH->?->?-><-Abhydrolase_1	1
PspA*->?->SIG+TM+HISKIN->REC+LuxR-HTH->?-><-?<-?<-REC+LuxR-HTH	1
PspA*->?->SIG+TM+HISKIN->REC+LuxR-HTH->?->ADH_N+ADH_zinc_N-><-?<-Acyltransferase	1
PspA*->?->SIG+TM+HISKIN->REC+LuxR-HTH-><-TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
PspA*-><-?||?->?->DXP_synthase_N+Transket_pyr+Transketolase_C->	1
PspA*-><-?||?->SIG+TM+HISKIN->REC+LuxR-HTH->	1
PspA*-><-?||?->SIG+TM+TM+TM+TM+TM->	1
PspA*-><-?<-?||TM+TM+TM+TM->TM+TM+TM+TM->TM+TM+TM+TM->	1
PspA*-><-?<-?<-ABC-ATPase	1
PspA*-><-?<-sGTP	1
PspA*-><-?<-SIG+PG-binding+PG-binding<-SIG+TM+TM+TM+TM+TM+TM<-TM+TM+TM+TM+TM+TM<-ABC-ATPase	1
PspA*-><-ABC-ATPase	1
PspA*-><-GDP_Man_Dehyd<-PRC	1
PspA*-><-HU-IHF	1
PspA*-><-MR_MLE_N+MR_MLE_C<-DUF1611-AAA-ATPase<-?<-TIMbarrel	1
PspA*-><-Synaptojanin||?-><-SIG+UDG<-?<-Arginase	1
PspA*-><-TIMbarrel	1
PspA*-><-YTCD-HTH||?->?->?->?->Amidohydro_1->	1
PspA*->Arginase->	1
PspA*->Arginase->?-><-?<-?<-CMD	1
PspA*->Arginase->ENOYCOADEHYD->	1
PspA*->Arginase->Pyr_redox_2+Pyr_redox_dim->?-><-?<-ABC-ATPase<-TM+TM+TM+TM+TM+TM+TM+TM+TM<-TM+TM+TM+TM+TM+TM+TM+TM+TM	1
PspA*->Cluster13_7clades-><-Cluster67_6clades<-SIG+TM+TM+TM||tRNA->tRNA->?->DADA-Ligase->	1
PspA*->Cluster13_7clades-><-Usp	1
PspA*->Cluster13_7clades->SIG+TM+HISKIN->REC+LuxR-HTH-><-?||SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->	1
PspA*->Cluster13_7clades->SIG+TM+HISKIN->REC+LuxR-HTH-><-NadA	1
PspA*->Cluster13_7clades->SIG+TM+TM+TM->Cluster67_6clades->?-><-NadA	1
PspA*->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->	1
PspA*->DUF4178->?->SIG+TM+TM+TM+TM+TM+TM+TM->TM+TM+TM+TM+TM+TM+TM->?->UPF0054-><-RADICAL-SAM	1
PspA*->PSE->?-><-SbcC+SbcC	1
PspA*->PspA*->PspA*->	1
PspA*->PspA*->PspA*->PspA*->	1
PspA*->PspA*->PspA+PspA*->	1
PspA*->PspA*->PspB->PspC->	1
PspA*->PspA*->Thioredoxin->	1
PspA*->PspA*->TM+ZNR->?->Band_7+ZNR->	1
PspA*->PspA*->tRNA->PspA*-><-ncRNA||PspA*->PspA*->PspA*->	1
PspA*->PspB->	1
PspA*->PspB->PspC->?->?->Biopterin_H->Pterin_4a->	1
PspA*->PspB->PspC->?->?->NtrC-AAA+FIS-HTH->	1
PspA*->PspB->PspC->?->ENOYCOADEHYD->	1
PspA*->PspB->PspC->?->PspB->	1
PspA*->PspB->PspC->?->SIG+PspB->	1
PspA*->PspB->PspC-><-?<-?<-SIR2	1
PspA*->PspB->PspC->PspC->	1
PspA*->PspB->PspC->SIG+Phageshock_PspD->?->?->?->NtrC-AAA+FIS-HTH->	1
PspA*->PspB->PspC->SIG+Phageshock_PspD->?->?->?->SIG+TM+TM+TM+TM+TM->	1
PspA*->PspB->PspC->SIG+Phageshock_PspD->?->?-><-Cys_Met_Meta_PP	1
PspA*->PspB->PspC->SIG+PspB->	1
PspA*->PspB->PspC->SIG+PspB->?->SIG+PspB->	1
PspA*->PspB->PspC->SIG+PspB->SIG+PspB->SIG+PspB->?->Abhydrolase_1->	1
PspA*->PspB->PspC->TM+TM->	1
PspA*->PspC->PspA*->SIG+TM+HISKIN->REC+LuxR-HTH->	1
PspA*->PspC->SIG+PspB->SIG+PspB->SIG+PspB->	1
PspA*->REC+LuxR-HTH->	1
PspA*->SIG+ABhydrolase->?->DXP_synthase_N+Transket_pyr+Transketolase_C-><-?||?->CoA_binding_2->	1
PspA*->SIG+PBPB+OmpA->SIG+TM+TM+TM+TM+TM->ABC-ATPase->SIG+TM->Classical-AAA->	1
PspA*->SIG+TM+TM->SIG+TM->?->DNAJ->	1
PspA*->SIG+TM+TM->SIG+TM->DNAJ->	1
PspA*->SIG+TM+TM+TM->	1
PspA*->SIG+TM+TM+TM->DUF4178->?-><-?<-SIG+TM+TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM	1
PspA*->SIG+TM+TM+TM->DUF4178->?-><-Calcineurin	1
PspA*->SIG+Toast-rack->?->PSE->REC+LuxR-HTH->	1
PspA*->Thioredoxin->?->?->?-><-?<-?<-ABC-ATPase	1
PspA*->Thioredoxin->?->?->?-><-ABC-ATPase	1
PspA*->TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM-><-?||?->TM+TM+TM+TM+TM+TM+TM+TM+TM->ABC-ATPase->	1
PspA*->TM+ZNR->?->Band_7+ZNR-><-adh_short	1
PspA*->TM+ZNR->Band_7+ZNR->	1
PspA*->TM+ZNR->PSE->Band_7+ZNR->	1
PspA*->YiaAB->?->?-><-SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
PspA*->YiaAB->?-><-SIG+TM+TM+TM+TM+TM<-ABC-ATPase	1
PspA*->YiaAB-><-?||NAD_kinase->	1
PspA*->YiaAB->Acyltransferase->SIG+TM+TM+TM+TM+TM+TM+TM->	1
PspA+BetaPropeller*->	1
PspA+CR-Kinase*->	1
PspA+EP1*->	1
PspA+HOMEO*->	1
PspA+MA*->SFII-RAD3+MA*->SIGMA-HTH+PspA*->SIGMA-HTH+PspA*->SIGMA-HTH+PspA*->SIGMA-HTH+PspA*->SIGMA-HTH+PspA*->	1
PspA+Phage-tail-tape+TM+TM+TM+TM+TM*->Sipho_tail->PTSEIIA1->	1
PspA+PspA+EP1*->	1
PspA+SidE+EP1*->	1
PspA+SidE+SidE*->	1
PspA+TM*->	1
PspA+TM+WWE+PUG+TM*->	1
PspB->PspC*->	1
PspB->PspC*->Cluster702_3clades-><-ABC-ATPase	1
PspB->PspC*->SIG+BLBD->SIG+BLBD->PSE->Cluster131_2clades->	1
PspB->PspC*->SIG+BLBD->SIG+BLBD->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->Cluster131_2clades->	1
PspB->PspC+PspB*->	1
PspB*->?*->SIG+PspB*->	1
PspB*-><-PSYN+AraC-HTH+AraC-HTH	1
PspB*->PspC->?-><-ABC-ATPase	1
PspB+STYKIN*->	1
PspC->?->LiaI-LiaF-TM+Toast-rack*->	1
PspC->?*->?-><-Cluster709_2clades	1
PspC->?*-><-Cluster673_2clades<-?<-?||ISOCOT->	1
PspC->PSE->?*->	1
PspC->PspC->LiaI-LiaF-TM+Toast-rack*->	1
PspC*->?->?->?->?->Cluster791_2clades->	1
PspC*->?->?->?-><-?<-SIG+TM+TM+TM+TM+ABC-ATPase	1
PspC*->?->?->?->Cluster81_2clades->	1
PspC*->?->?->SbcC+SbcC+ABC-ATPase+SbcC->	1
PspC*->?->?->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->?->Cluster81_2clades->	1
PspC*->?->?->tRNA->Cluster95_4clades->ABC-ATPase->SIG+TM+TM+TM->SIG+TM->	1
PspC*->?-><-?||Cluster327_2clades->	1
PspC*->?-><-?||PspC*-><-?<-?<-Cluster579_2clades	1
PspC*->?-><-?<-?<-?<-Cluster719_2clades	1
PspC*->?-><-?<-PRTase	1
PspC*->?-><-TM<-SIGMA-HTH	1
PspC*->?-><-tRNA<-?<-?<-Ferredoxin-RRM<-?||SWIRM->Cluster186_3clades->	1
PspC*->?->Cluster221_3clades->	1
PspC*->?->Cluster771_2clades->	1
PspC*->?->MODE-HTH+PBPII->	1
PspC*->?->SIG+TM+TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM->?->LACI-HTH+PBPI->	1
PspC*->?->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->?->Cluster81_2clades->	1
PspC*->?->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->?->Cluster81_2clades->Cluster293_2clades->	1
PspC*->?->tRNA->?->?->SIG+HAMP+HISKIN->?->KOW->	1
PspC*-><-?||?->?->?->Cluster166_3clades->	1
PspC*-><-?||ACT->	1
PspC*-><-?||DEOR-HTH+WYL+WYL-C-><-Cluster398_2clades	1
PspC*-><-?||SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM-><-?||?->SIG+TM+TM+TM+TM+TM->	1
PspC*-><-?<-?||?->?-><-MODE-HTH+PBPII	1
PspC*-><-?<-?||SIG+TM+TM+TM+TM+TM+TM+TM+TM->	1
PspC*-><-?<-?<-?<-Cluster719_2clades	1
PspC*-><-?<-?<-HTH<-?<-?<-RNA-Helicase	1
PspC*-><-?<-?<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	1
PspC*-><-?<-?<-SIG+TM+TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM	1
PspC*-><-?<-ABC-ATPase	1
PspC*-><-?<-ABC-ATPase<-SIG+TM+TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM	1
PspC*-><-?<-Cluster469_2clades	1
PspC*-><-?<-Cluster688_2clades	1
PspC*-><-?<-DDRP-ZNR+AT-HOOK-like+DDRP-betaprime+BBM2-DDRP+SBHM-DDRP+SBHM-DDRP+SBHM-DDRP	1
PspC*-><-?<-GNTR-HTH	1
PspC*-><-?<-SIGMA-HTH	1
PspC*-><-CHTH+DSBH	1
PspC*-><-CHTH+DSBH||?->SIG+TM+TM+TM+TM->	1
PspC*-><-Cluster1265_2clades||DEOR-HTH+WYL+WYL-C-><-DDRP-ZNR+AT-HOOK-like+DDRP-betaprime+BBM2-DDRP+SBHM-DDRP+SBHM-DDRP+SBHM-DDRP	1
PspC*-><-Cluster700_2clades<-Cluster1055_2clades<-?<-?<-?<-?||MODE-HTH+PBPII->	1
PspC*-><-CS	1
PspC*-><-MODE-HTH+PBPII	1
PspC*-><-PELOTA	1
PspC*-><-SIG+TM+TM+TM+TM+TM+TM+TM+TM||Cluster193_3clades->Cluster193_3clades->	1
PspC*-><-ZNR	1
PspC*->7TMR-HDED->SIG+TM+TM+TM+TM+TM+TM->EMAP->	1
PspC*->Cluster186_3clades->?->RnaseT2->	1
PspC*->Cluster290_3clades->?->SAM-methylase->	1
PspC*->Cluster948_2clades->	1
PspC*->ENOYCOADEHYD-><-?<-InPase	1
PspC*->LiaI-LiaF-TM+Toast-rack->	1
PspC*->NUDIX->	1
PspC*->PADR-HTH->PspC*->	1
PspC*->PSE->LiaI-LiaF-TM+Toast-rack->	1
PspC*->PspA->	1
PspC*->PspC*-><-?||MODE-HTH+PBPII->	1
PspC*->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->	1
PspC*->PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-LACI-HTH+PBPI	1
PspC*->PspC+LiaI-LiaF-TM*->SIG+TM+TM+Toast-rack->?-><-?<-?||RADICAL-SAM->	1
PspC*->RNA-Helicase+A18->	1
PspC*->SIG+TM+TM+TM+TM+FTSK+FTSK-HTH->?->HMA+TM+TM+TM+TM+TM+TM+TM+TM->	1
PspC*->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM->	1
PspC*->SIG+Tox-TGase->	1
PspC+LiaI-LiaF-TM->LiaI-LiaF-TM+TM+Toast-rack*->?-><-?||tRNA-><-?<-?<-?<-tRNA-synt_1b+S4	1
PspC+LiaI-LiaF-TM->LiaI-LiaF-TM+Toast-rack*-><-?<-?<-SIGMA-HTH	1
PspC+LiaI-LiaF-TM->LiaI-LiaF-TM+Toast-rack*-><-SIG+Na_Ala_symp	1
PspC+LiaI-LiaF-TM->PSE->Toast-rack*->	1
PspC+LiaI-LiaF-TM->SIG+TM+Toast-rack*->	1
PspC+LiaI-LiaF-TM*->?->?-><-?<-?<-?||RADICAL-SAM->	1
PspC+LiaI-LiaF-TM*->?->?-><-?<-?<-?<-?||RADICAL-SAM->	1
PspC+LiaI-LiaF-TM*->?->?-><-PSE<-?<-?||?->HhH-GPD->	1
PspC+LiaI-LiaF-TM*->?->?->S2P+TM+TM->Cluster290_3clades->Cluster446_3clades->SCPB-HTH->	1
PspC+LiaI-LiaF-TM*->?-><-?<-?<-?||ISOCOT->	1
PspC+LiaI-LiaF-TM*->?-><-?<-SIG+TM+TM+TM+TM+ABC-ATPase||?->?-><-HMA+TM+TM+TM+TM+TM+TM+TM+TM	1
PspC+LiaI-LiaF-TM*->?->PSYN->	1
PspC+LiaI-LiaF-TM*-><-?||?->?->Cluster818_2clades-><-SIG+Tox-TGase<-DAGKIN<-Cluster964_2clades	1
PspC+LiaI-LiaF-TM*-><-?<-PRTase	1
PspC+LiaI-LiaF-TM*-><-SIG+HAMP+HISKIN<-REC+LuxR-HTH	1
PspC+LiaI-LiaF-TM*-><-SIG+TM+TM+TM+TM+TM	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->?-><-?||tRNA-><-?<-?<-Cluster719_2clades	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->?->S2P+TM+TM->Cluster290_3clades->Cluster446_3clades->SCPB-HTH->	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-?||ABhydrolase-><-SIG+TM+TM+TM+TM+TM+TM+TM+TM	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-?<-?<-SIGMA-HTH	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-DAGKIN	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack-><-SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
PspC+LiaI-LiaF-TM*->LiaI-LiaF-TM+Toast-rack->Toast-rack->	1
PspC+LiaI-LiaF-TM*->PSE->LiaI-LiaF-TM+Toast-rack->	1
PspC+LiaI-LiaF-TM*->SIG+TM+Toast-rack->Mbetalac->	1
PspC+TM*->?->?->?->?->N-OB->?-><-LACI-HTH+PBPI	1
PspC+TM*->?->ABC-ATPase->	1
PspC+TM+TM->LiaI-LiaF-TM->Toast-rack*->	1
PspC+TM+TM->LiaI-LiaF-TM+Toast-rack*->?-><-?||?->?->?->?-><-SIG+Aminotran_1_2	1
PspC+TM+TM->PspC+TM+TM->LiaI-LiaF-TM+Toast-rack*->	1
PspC+TM+TM->PspC+TM+TM->LiaI-LiaF-TM+Toast-rack*-><-LACI-HTH+PBPI	1
PspC+TM+TM->SIG+Toast-rack*->	1
PspC+TM+TM*->	1
PspC+TM+TM*-><-?||LACI-HTH+PBPI->ABC-ATPase->	1
PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->?-><-Cluster733_2clades	1
PspC+TM+TM+TM+TM+TM*->	1
PspC+TM+TM+TM+TM+TM+Toast-rack*->?->PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	1
PspC+TM+TM+TM+TM+TM+Toast-rack*-><-EutA+PEPcase	1
PspC+TM+TM+TM+TM+TM+Toast-rack*->LiaI-LiaF-TM->	1
PspC+TM+TM+TM+TM+Toast-rack*->?-><-ABhydrolase	1
PspC+TM+TM+TM+Toast-rack*->	1
PSYN->?->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->	1
PSYN->?->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->?->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM+TM->TM+OmpA-><-DICT	1
Pterin_4a->?-><-SIG+Toast-rack*<-LiaI-LiaF-TM	1
Pterin_4a->?->SIGMA-HTH->?->SIG+Toast-rack*->SIG+Toast-rack*-><-?<-?||?-><-Ribosomal_L31	1
